Date;Time;Code;Object;Area;Status;Comment;CO2abs;CO2buf;dCO2ZP;dCO2MP;H2Oabs;H2Obuf;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);F(I)/Fo-set;ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;;
2021-08-03;17:36:38;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;399.6209;399.6239;-0.3393;;20998.2;20998.33;109.1113;;799.79;98.491;651;477;24.56;25.00;26.18;24.43;799.4;2.1;0.5;6;;;;;;;399.88;20975.8;;;;599;;;;;;;;;;;;
2021-08-03;17:54:40;MP_010;0001;8;AFF1FF532FF---4FF-------------;;400.3313;400.3332;-0.3393;-11.57053;21007.45;21008.05;109.1113;2364.764;799.77;98.489;650;477;24.65;24.98;26.31;24.61;799.3;2.1;0.4;6;73.86;2.308727;9.114713;253.2967;10.32975;320.4323;389.10;23263.7;0;0;0.0000;583;728;;;0.1992;66.87;0.1992;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:01:56;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;297.8504;297.8759;-0.3016255;;20996.74;20998.85;114.7204;;799.77;98.492;651;477;24.67;24.97;26.55;24.72;799.4;2.2;0.4;6;;;;;;;297.89;21002.4;;;;583;;;;;;;;;;;;
2021-08-03;18:04:45;MP_010;0001;8;AFF1FF532FF---4FF-------------;;298.6873;298.7209;-0.3016255;-9.020971;20996.63;20997.37;114.7204;2564.218;799.75;98.499;651;477;24.70;24.99;26.46;24.75;799.5;1.9;0.4;6;74.25;2.507522;8.9341;280.6687;7.989496;241.8591;289.97;23446.9;0;0;0.0000;579;706;;;0.1799;60.41;0.1799;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:08:01;MP_010;0001;8;AFF1FF532FF---4FF-------------;;249.15;249.1418;-0.3016255;-7.431431;20995.4;20996.47;114.7204;2640.409;799.79;98.497;652;478;24.72;24.98;26.53;24.72;799.4;2.4;0.4;6;74.40;2.585836;8.832945;292.749;6.502076;204.2936;242.02;23522.2;0;0;0.0000;579;698;;;0.1705;57.24;0.1705;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:15:47;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;199.4007;199.4051;-9.243684E-02;;20990.83;20987.24;112.3531;;799.77;98.488;652;478;24.80;24.99;26.63;24.78;799.5;2.1;0.2;6;;;;;;;199.61;20988.5;;;;579;;;;;;;;;;;;
2021-08-03;18:19:16;MP_010;0001;8;AFF1FF532FF---4FF-------------;;199.4636;199.4883;-9.243684E-02;-5.727826;20994.05;20993.11;112.3531;2921.241;799.75;98.488;652;478;24.81;24.98;26.52;24.82;799.3;2.0;0.6;6;74.88;2.876472;8.551114;336.3857;5.076045;167.8865;193.84;23802.0;0;0;0.0000;575;683;;;0.1581;53.08;0.1581;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:24:46;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;147.6021;147.5699;3.068039E-02;;20991.33;20992.14;109.1727;;799.80;98.487;653;478;24.82;24.99;26.64;24.84;799.2;2.0;0.4;6;;;;;;;147.73;20988.1;;;;583;;;;;;;;;;;;
2021-08-03;18:26:12;MP_010;0001;8;AFF1FF532FF---4FF-------------;;147.8708;147.9032;3.068039E-02;-3.749149;20998.58;21000.29;109.1727;3028.371;799.77;98.485;653;479;24.82;24.99;26.61;24.84;799.4;1.9;0.5;6;75.16;2.989885;8.463531;353.2668;3.347964;127.5049;144.08;23919.5;0;0;0.0000;579;675;;;0.1422;47.75;0.1422;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:32:30;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;98.26038;98.28265;-0.1476052;;21015.8;21016.16;108.6636;;799.77;98.488;653;479;24.83;24.98;26.50;24.83;799.2;2.0;0.6;6;;;;;;;98.08;21015.3;;;;583;;;;;;;;;;;;
2021-08-03;18:33:55;MP_010;0001;8;AFF1FF532FF---4FF-------------;;98.3141;98.31203;-0.1476052;-1.86777;21001.34;21000.54;108.6636;3126.059;799.73;98.490;654;479;24.86;25.00;26.88;24.87;799.8;2.1;0.5;6;75.33;3.09059;8.380477;368.7845;1.421006;89.37864;96.61;24017.9;0;0;0.0000;583;662;;;0.1193;40.08;0.1193;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:37:25;MP_010;0001;8;AFF1FF532FF---4FF-------------;;51.07583;50.9516;-0.1476052;-0.010086;21016.1;21018.89;108.6636;3146.385;799.77;98.491;654;480;24.85;24.99;26.52;24.81;799.5;2.1;0.5;6;75.47;3.111723;8.312173;374.3573;-0.2968982;51.80052;51.23;24056.6;0;0;0.0000;591;660;;;0.1045;35.11;0.1045;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:48:00;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;399.5567;399.5225;-0.4446391;;21027.96;21027.28;125.317;;799.80;98.512;654;480;24.88;24.99;26.73;24.90;799.2;2.1;0.2;6;;;;;;;399.26;21044.6;;;;563;;;;;;;;;;;;
2021-08-03;18:49:33;MP_010;0001;8;AFF1FF532FF---4FF-------------;;399.8278;399.8181;-0.4446391;-11.60642;21020.75;21019.73;125.317;3109.509;799.77;98.509;655;480;24.86;25.02;26.56;24.91;799.8;1.8;0.2;6;75.29;3.056705;8.413637;363.3036;9.970526;341.0664;388.67;24003.9;0;0;0.0000;563;695;;;0.1899;63.80;0.1899;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:53:33;MP_010;0001;8;AFF1FF532FF---4FF-------------;;502.1151;502.1829;-0.4446391;-12.80574;21028.71;21030.63;125.317;2903.642;799.87;98.510;655;480;24.78;25.00;26.65;24.81;799.5;2.0;0.4;6;75.05;2.845638;8.576804;331.7831;10.96546;432.0421;489.77;23809.0;0;0;0.0000;559;696;;;0.1968;66.10;0.1968;0.0000;;-1.0000;;0.00;0.840
2021-08-03;18:57:49;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;603.1328;603.1663;-0.2859481;;21019.7;21017.79;125.524;;799.74;98.503;655;481;24.66;24.99;26.67;24.74;799.6;2.3;0.6;6;;;;;;;603.29;21019.9;;;;559;;;;;;;;;;;;
2021-08-03;19:00:02;MP_010;0001;8;AFF1FF532FF---4FF-------------;;602.4976;602.4641;-0.2859481;-12.47772;21020.94;21017.88;125.524;2338.972;799.74;98.503;656;481;24.57;25.00;26.74;24.69;800.1;2.4;0.6;6;74.13;2.265357;9.179213;246.7921;10.85054;513.8253;590.32;23231.3;0;0;0.0000;559;691;;;0.1910;64.19;0.1910;0.0000;;-1.0000;;0.00;0.840
2021-08-03;19:04:09;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;804.2738;804.3422;-0.4198519;;21009.14;21009.95;124.8435;;799.67;98.500;656;482;24.39;24.99;26.70;24.56;799.4;2.0;0.5;6;;;;;;;804.14;21008.5;;;;561;;;;;;;;;;;;
2021-08-03;19:05:52;MP_010;0001;8;AFF1FF532FF---4FF-------------;;803.7491;803.6948;-0.4198519;-12.31817;20999.64;20999.04;124.8435;1761.551;799.74;98.496;657;482;24.33;24.99;26.63;24.51;799.5;2.0;0.5;6;73.26;1.674071;9.764481;171.4449;10.56886;684.4307;791.84;22635.8;0;0;0.0000;563;679;;;0.1708;57.37;0.1708;0.0000;;-1.0000;;0.00;0.840
2021-08-03;19:09:26;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;1003.379;1003.383;-0.4306877;;20993.82;20998.38;124.9607;;799.81;98.490;657;482;24.21;24.96;26.52;24.39;799.5;2.0;0.4;6;;;;;;;1003.37;20993.9;;;;563;;;;;;;;;;;;
2021-08-03;19:10:51;MP_010;0001;8;AFF1FF532FF---4FF-------------;;1002.608;1002.773;-0.4306877;-11.62508;20982.82;20984.42;124.9607;1438.879;799.79;98.487;658;483;24.23;24.99;26.57;24.35;799.4;2.0;0.4;6;72.59;1.343532;10.11385;132.8408;9.859427;861.0444;991.44;22298.3;0;0;0.0000;563;674;;;0.1647;55.30;0.1647;0.0000;;-1.0000;;0.00;0.840
2021-08-03;19:14:27;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;1306.914;1306.878;-0.1788808;;20991.69;20990.54;130.8744;;799.77;98.487;658;483;24.15;24.97;26.55;24.29;799.9;2.0;0.4;6;;;;;;;1307.17;20997.6;;;;567;;;;;;;;;;;;
2021-08-03;19:16:22;MP_010;0001;8;AFF1FF532FF---4FF-------------;;1301.394;1301.293;-0.1788808;-11.72453;20998.45;20998.42;130.8744;1225.014;799.70;98.484;658;483;24.16;25.00;26.57;24.28;799.8;2.1;0.4;6;72.23;1.118446;10.33965;108.1706;10.09873;1124.757;1289.87;22092.6;0;0;0.0000;566;668;;;0.1527;51.29;0.1527;0.0000;;-1.0000;;0.00;0.840
2021-08-03;19:22:30;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;1601.837;1601.93;-0.5097415;;21005.96;21008.33;131.8493;;799.80;98.488;658;483;24.09;24.97;26.61;24.24;799.5;2.0;0.5;6;;;;;;;1601.51;21006.9;;;;567;;;;;;;;;;;;
2021-08-03;19:24:15;MP_010;0001;8;AFF1FF532FF---4FF-------------;;1597.411;1597.44;-0.5097415;-12.12478;20990.15;20995.12;131.8493;1027.237;799.70;98.487;659;484;24.09;24.99;26.56;24.25;799.8;1.9;0.5;6;71.88;0.9150877;10.52812;86.9184;10.15962;1379.096;1585.79;21890.5;0;0;0.0000;567;667;;;0.1499;50.36;0.1499;0.0000;;-1.0000;;0.00;0.840
2021-08-03;19:27:54;ZPi010;0000;8;AFF1FF532FF---4FF-------------;;2006.391;2006.312;-0.5770503;;20995.95;20996.73;134.8835;;799.77;98.482;658;484;24.04;24.97;26.67;24.24;799.8;2.2;0.6;6;;;;;;;2006.32;20999.0;;;;567;;;;;;;;;;;;
2021-08-03;19:29:48;MP_010;0001;8;AFF1FF432FF---4FF-------------;;2000.772;2000.53;-0.5770503;-12.2958;21005.82;21005.49;134.8835;922.5826;799.73;98.485;659;484;24.02;24.97;26.67;24.25;799.5;2.1;0.6;6;71.88;0.8049795;10.59544;75.97414;10.11373;1750.438;1989.01;21793.2;0;0;0.0000;567;662;;;0.1435;48.19;0.1435;0.0000;;-1.0000;;0.00;0.840
